0x0000000000000000000000000000000000000000, -10000000
0x7A6bD62EA46377D552ecB85536BA41f0ea50ac6E, 67472
0x5C06e45082BBAFEf4Ae48669e43Cd5Ab86Ac1a5c, 198596
0x237fD6248D615330F7aab678297dd9880A6Ee15C, 634068
0x4437ED62035De431Bd2Fb3e046DbA543d68d2aFf, 0
0x1Aa43AdC6625e664a16821c89C88d581d05E4266, 497000
0x2C41478F25222D41Ad412c4d21cbf1A734090f35, 368666
0x600c33790DF27499f094b181124DF8358C4d41aA, 8999
0xbC49de68bCBD164574847A7ced47e7475179C76B, 3300299
0x5d9953205fc8D010694829a97e59d4813B5367cA, 204500
0xfd22833F6AA8F6471A28139b6d046f3c3bAF90D9, 148000
0x5e5EebAca68373c6d5dC32A4cbca3137201049cc, 0
0x5C2a00d4051455F05829d818dAc18e438124e79C, 5000
0x0c41409B8E024b762f07b13dA602409Be37AC4D5, 0
0x7ccd2EE72a75F7e4776f598c1Be11A119fD8d191, 104800
0x77F37b2D932Cb00A7Fd380F1d9B17c1FFCA04C4E, 0
0x00A839dE7922491683f547a67795204763ff8237, 6000
0xB50aC7D2f2928D7E61c6EAA33f905aeeCeF97Ca6, 0
0x81Ad691c7efbB931C03c244DD598FA81d07c78cb, 5000
0x3c81E26e24917fbe9603c356943C750873051695, 19814
0x056590F16D5b314a132BbCFb1283fEc5D5C6E670, 5000
0xCCa11A8EdB05D64a654092e9551F9122D70EA80e, 5000
0xB02690B16FD8696ef13A63E3272404B3eA12d00E, 200
0x5400DB91661Ad2b2a5664cAaF81C5Cae8AafF514, 5000
0x8261b63b07d1aD92AEB7CDD916bB9a25236CEB65, 5000
0xe75B05cf7F73C2808c711D38488Cc8e0186d259E, 0
0xce12c582F13Ff47951A44d961785f029Cd672Eaf, 20000
0x1C558E14f26E88A53ccF4484899e4df5e9f29926, 5000
0xCa11d10CEb098f597a0CAb28117fC3465991a63c, 5000
0x9E64B47bBdb9c1F7B599f11987b84C416C0c4110, 20000
0x6552Be7816F797945120eE965B9903da3F0c4845, 0
0x765c0E040B294d7e3607373998F2bBb7259673a7, 5000
0xe4fb9ca52E39B83BE69E74E7Fac8f807A9c16eF9, 0
0xAbc837FEeEb448D36173d92d9563F324bC3a273f, 0
0x972E633f5f6F62d1F2A13977F113941FCb3b606b, 10270
0xbfBe29231556B51D0f6745E70285224bc1CF1f72, 9000
